Код;Артикул;Артикул1;Артикул2;Номенклатура;Артикул производителя;Группа доступа;Производитель
001672686;CREATEK-CK8510;CREATEK;CK8510;Накладка тормозная задняя FAW-J6 (большая+малая) CREATEK 3502406-A0E/3502407-A0E-CK;CK8510;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672687;CREATEK-CK8510B;CREATEK;CK8510B;Накладка тормозная задняя FAW-J6 верх+низ CREATEK (комплект на ось) с заклепками;CK8510B;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672688;CREATEK-CK8535;CREATEK;CK8535;Кольцо на корзину сцепления WG9114160010-FLH CK9725160065 CREATEK CK8535;CK8535;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672689;CREATEK-CK8540;CREATEK;CK8540;Замок зажигания SHAANXI 81.46433.6009 CREATEK CK8540;CK8540;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672690;CREATEK-CK8581;CREATEK;CK8581;Горный тормоз D=150 CREATEK DZ9100189018-CK;CK8581;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672691;CREATEK-CK8582;CREATEK;CK8582;Горный тормоз D=125 CREATEK DZ9100189008-CK;CK8582;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672692;CREATEK-CK8583;CREATEK;CK8583;Ролик ремня натяжной WP10 612600061256 612600062139 CREATEK CK8583;CK8583;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672693;CREATEK-CK8594;CREATEK;CK8594;Насос водяной (помпа) 612600061364-CK под ручейковый ремень CREATEK;CK8594;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672694;CREATEK-CK8604;CREATEK;CK8604;Гидромуфта WD615 WP10 Евро-2 61500060226 CREATEK CK8604;CK8604;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672695;CREATEK-CK8606;CREATEK;CK8606;Гидромуфта SHAANXI WP10 WP12 F3000 (электромуфта) 612600061489 CREATEK CK8606;CK8606;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672696;CREATEK-CK8610;CREATEK;CK8610;Наконечник тяги переключения передач левый+правый SHAANXI CREATEK 199112240122/199100240090-CK;CK8610;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672697;CREATEK-CK8622B;CREATEK;CK8622B;Накладка тормозная передняя HOWO (комплект на ось) с заклепками CREATEK WG9100440027/29-CK;CK8622B;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672698;CREATEK-CK8634;CREATEK;CK8634;Наконечник рулевой тяги BAW-1044 BAW-1065 Е2 Е3 FOTON-1039 1049C поперечной прав-лев CREATEK;CK8634;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672699;CREATEK-CK8635;CREATEK;CK8635;Вкладыши шатунные WP12 D12 Shaanxi CREATEK VG1246010011/12;CK8635;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672700;CREATEK-CK8636;CREATEK;CK8636;Вкладыши коренные WP12 D12 Shaanxi CREATEK VG1246010034/35;CK8636;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672701;CREATEK-CK8641;CREATEK;CK8641;Шприц технический для смазки крестовин наконечников CK8641 CREATEK;CK8641;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672702;CREATEK-CK8647;CREATEK;CK8647;Горный тормоз D=135 в сборе (с фланцем) Евро4 CREATEK DZ91189180002;CK8647;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672703;CREATEK-CK8652;CREATEK;CK8652;Кольцо сальника балансира мост STAYER 199114520136 CREATEK CK8652;CK8652;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672704;CREATEK-CK8653;CREATEK;CK8653;Пыльник балансира к-т CREATEK HC16 STR16 AZ9114520222;CK8653;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672705;CREATEK-CK8674;CREATEK;CK8674;Ручной гайковерт CREATEK (мясорубка) CK8674;CK8674;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672706;CREATEK-CK8677;CREATEK;CK8677;Дифференциал межосевой (МОД) в сборе F3000 А7 CREATEK 81.35100.6593;CK8677;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672707;CREATEK-CK8684;CREATEK;CK8684;Дифференциал межосевой HANDE ST16 средний мост DZ9114320706 CREATEK CK8684;CK8684;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672708;CREATEK-CK8696;CREATEK;CK8696;Насос гидроусилителя ГУР WP12 6x4 DZ95259130001 CREATEK CK8696;CK8696;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672709;CREATEK-CK8719;CREATEK;CK8719;Поводок стеклоочистителя SHAANXI F2000 F3000 CREATEK 81.26430.0113-CK 81.26430.0116;CK8719;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672710;CREATEK-CK8726;CREATEK;CK8726;Ролик тормозных колодок CREATEK AZ199000340027 WG9000340027;CK8726;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672711;CREATEK-CK8732;CREATEK;CK8732;Клапан тормозной ускорительный 81.52116.6071 SHAANXI F3000 CREATEK CK8732;CK8732;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672712;CREATEK-CK8733;CREATEK;CK8733;Клапан тормозной ускорительный F2000 HOWO AZ9014360047 CREATEK CK8733;CK8733;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672713;CREATEK-CK8773;CREATEK;CK8773;Клапан впускной WD615 WP10 CREATEK 612600050073 VG1560051001 CK8773;CK8773;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672714;CREATEK-CK8774;CREATEK;CK8774;Клапан выпускной WD615 WP10 CREATEK 612600050025 VG1560050041 CK8774;CK8774;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672715;CREATEK-CK8794;CREATEK;CK8794;Клапан ограничительный (давления) масляного насоса AZ1500070097 VG1500070097 CREATEK CK8794;CK8794;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672716;CREATEK-CK8802;CREATEK;CK8802;Крышка первичного вала D=56 d-45mm КПП RT-11509C CREATEK F91409-CK;CK8802;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672717;CREATEK-CK8803;CREATEK;CK8803;Крышка первичного вала КПП D-62 d-53 CREATEK JS180-1701040-1;CK8803;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672718;CREATEK-CK8804;CREATEK;CK8804;Крышка первичного вала 12js D-60 d-52 CREATEK JS180A-1701040-3;CK8804;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672719;CREATEK-CK8867;CREATEK;CK8867;Палец опорный тормозных колодок WG880410038-CK 1880410038 CREATEK;CK8867;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672720;CREATEK-CK8876;CREATEK;CK8876;Пружина тормозных колодок CREATEK SHAANXI F3000 81.97610.0115;CK8876;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672721;CREATEK-CK8877;CREATEK;CK8877;Пружина тормозных колодок CREATEK 199112340049 AZ199112340049;CK8877;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672722;CREATEK-CK8878;CREATEK;CK8878;Пружина тормозных колодок CREATEK 188000440012-CK AZ9100340012;CK8878;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672723;CREATEK-CK8880;CREATEK;CK8880;Пружина тормозных колодок CREATEK (AC16) WG9981341006;CK8880;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672724;CREATEK-CK8881;CREATEK;CK8881;Пружина тормозных колодок CREATEK HOWO (HC16) CREATEK WG9100340012;CK8881;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672725;CREATEK-CK8882;CREATEK;CK8882;Пружина тормозных колодок CREATEK A7 AC16 AZ9981341005;CK8882;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672726;CREATEK-CK8897;CREATEK;CK8897;Поршневая группа CUMMINS ISF2.8 4995266-SPT CREATEK CK8897;CK8897;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672727;CREATEK-CK8898;CREATEK;CK8898;Поршневая группа CUMMINS ISF3.8 5258754-SPT CREATEK CK8898;CK8898;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672728;CREATEK-CK8901;CREATEK;CK8901;Подшипник балансира GAC110S/K WG9114520042 CREATEK CK8901;CK8901;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672729;CREATEK-CK8904;CREATEK;CK8904;Прокладка коллектора WD615 WP10 61560110111 выпускного CREATEK VG1560110111A-CK металл;CK8904;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
001672730;CREATEK-CK8929;CREATEK;CK8929;Турбина (турбокомпрессор) WP10 WP10.340/380 F3000 (0954) CREATEK 612601110988-CK;CK8929;Группа по умолчанию (создана при переходе на 11.0.7);CREATEK
